Time,Balance,Product,Value,Unit
May 2022,Distribution Losses,Electricity,1541.2444,GWh
May 2022,Final Consumption (Calculated),Electricity,24512.4864,GWh
April 2022,Net Electricity Production,Electricity,21369.0301,GWh
April 2022,Net Electricity Production,Total Combustible Fuels,13774.3407,GWh
April 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",1140.7705,GWh
April 2022,Net Electricity Production,Oil and Petroleum Products,554.6426,GWh
April 2022,Net Electricity Production,Natural Gas,10308.0148,GWh
April 2022,Net Electricity Production,Combustible Renewables,1600.5811,GWh
April 2022,Net Electricity Production,Other Combustible Non-Renewables,170.3317,GWh
April 2022,Net Electricity Production,Hydro,1898.3695,GWh
April 2022,Net Electricity Production,Wind,2403.1294,GWh
April 2022,Net Electricity Production,Solar,2792.6473,GWh
April 2022,Net Electricity Production,Geothermal,457.538,GWh
April 2022,Net Electricity Production,Not Specified,43.0052,GWh
April 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",9152.2653,GWh
April 2022,Total Imports,Electricity,3832.8805,GWh
April 2022,Total Exports,Electricity,413.4087,GWh
April 2022,Used for pumped storage,Electricity,259.0986,GWh
April 2022,Distribution Losses,Electricity,1454.4669,GWh
April 2022,Final Consumption (Calculated),Electricity,23074.9364,GWh
March 2022,Net Electricity Production,Electricity,24520.958,GWh
March 2022,Net Electricity Production,Total Combustible Fuels,18023.9784,GWh
March 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",1504.6852,GWh
March 2022,Net Electricity Production,Oil and Petroleum Products,731.5779,GWh
March 2022,Net Electricity Production,Natural Gas,13596.352,GWh
March 2022,Net Electricity Production,Combustible Renewables,1966.6944,GWh
March 2022,Net Electricity Production,Other Combustible Non-Renewables,224.6689,GWh
March 2022,Net Electricity Production,Hydro,1661.3266,GWh
March 2022,Net Electricity Production,Wind,2042.3082,GWh
March 2022,Net Electricity Production,Solar,2275.7815,GWh
March 2022,Net Electricity Production,Geothermal,474.558,GWh
March 2022,Net Electricity Production,Not Specified,43.0052,GWh
March 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",8420.6687,GWh
March 2022,Total Imports,Electricity,3719.8545,GWh
March 2022,Total Exports,Electricity,239.8172,GWh
March 2022,Used for pumped storage,Electricity,267.3568,GWh
March 2022,Distribution Losses,Electricity,1641.9936,GWh
March 2022,Final Consumption (Calculated),Electricity,26091.6449,GWh
February 2022,Net Electricity Production,Electricity,22480.2248,GWh
February 2022,Net Electricity Production,Total Combustible Fuels,16312.2489,GWh
February 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",1378.1492,GWh
February 2022,Net Electricity Production,Oil and Petroleum Products,670.0561,GWh
February 2022,Net Electricity Production,Natural Gas,12452.9712,GWh
February 2022,Net Electricity Production,Combustible Renewables,1605.2969,GWh
February 2022,Net Electricity Production,Other Combustible Non-Renewables,205.7754,GWh
February 2022,Net Electricity Production,Hydro,1749.4579,GWh
February 2022,Net Electricity Production,Wind,2272.4699,GWh
February 2022,Net Electricity Production,Solar,1667.5308,GWh
February 2022,Net Electricity Production,Geothermal,435.5121,GWh
February 2022,Net Electricity Production,Not Specified,43.0052,GWh
February 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",7730.2676,GWh
February 2022,Total Imports,Electricity,3923.9014,GWh
February 2022,Total Exports,Electricity,393.3403,GWh
February 2022,Used for pumped storage,Electricity,243.6147,GWh
February 2022,Distribution Losses,Electricity,1524.5609,GWh
February 2022,Final Consumption (Calculated),Electricity,24242.6103,GWh
January 2022,Net Electricity Production,Electricity,25226.6911,GWh
