Time,Balance,Product,Value,Unit
April 2021,Distribution Losses,Electricity,2220.8842,GWh
April 2021,Final Consumption (Calculated),Electricity,23845.1209,GWh
March 2021,Net Electricity Production,Electricity,26410.2049,GWh
March 2021,Net Electricity Production,Nuclear,3197.3339,GWh
March 2021,Net Electricity Production,Total Combustible Fuels,14982.0533,GWh
March 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",401.9655,GWh
March 2021,Net Electricity Production,Oil and Petroleum Products,128.492,GWh
March 2021,Net Electricity Production,Natural Gas,10390.2632,GWh
March 2021,Net Electricity Production,Combustible Renewables,3665.0296,GWh
March 2021,Net Electricity Production,Other Combustible Non-Renewables,396.3029,GWh
March 2021,Net Electricity Production,Hydro,744.7106,GWh
March 2021,Net Electricity Production,Wind,6691.4253,GWh
March 2021,Net Electricity Production,Solar,794.226,GWh
March 2021,Net Electricity Production,Geothermal,0.0,GWh
March 2021,Net Electricity Production,Other Renewables,0.4559,GWh
March 2021,Net Electricity Production,Not Specified,0.0,GWh
March 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",11895.8474,GWh
March 2021,Total Imports,Electricity,2432.7478,GWh
March 2021,Total Exports,Electricity,318.1583,GWh
March 2021,Used for pumped storage,Electricity,195.5551,GWh
March 2021,Distribution Losses,Electricity,2288.9158,GWh
March 2021,Final Consumption (Calculated),Electricity,26040.3235,GWh
February 2021,Net Electricity Production,Electricity,25410.4967,GWh
February 2021,Net Electricity Production,Nuclear,3163.1068,GWh
February 2021,Net Electricity Production,Total Combustible Fuels,13045.4765,GWh
February 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",744.8838,GWh
February 2021,Net Electricity Production,Oil and Petroleum Products,125.0964,GWh
February 2021,Net Electricity Production,Natural Gas,8800.3717,GWh
February 2021,Net Electricity Production,Combustible Renewables,3011.5456,GWh
